cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00645,2024-12-18,Service Quality,I want to switch to paperless billing.,1,8,0,1
C00645,2022-10-15,Account Management,The email confirmation for my account change took two days to arrive.,2,1,0,0
C00646,2024-01-01,Meter Reading,I have been trying to get this resolved for two weeks now.,3,8,0,1
C00646,2022-10-07,Account Management,"Everything is fine, just updating my details.",1,6,0,0
C00646,2023-02-28,Billing,I would like to check my current balance please.,1,1,0,1
C00647,2022-04-10,Account Management,The customer service agent I spoke to was not very helpful.,3,17,0,1
C00647,2022-09-14,Outage,The website was slow when I tried to log in yesterday.,2,6,0,1
C00648,2023-04-05,Billing,The technician did not show up at the agreed time without any notice.,3,2,0,1
C00648,2024-02-08,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,9,0,1
C00648,2022-07-16,Technical,This is the third billing error in a row. I am losing patience.,4,9,1,0
C00648,2022-10-16,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,16,0,1
C00648,2024-02-19,Billing,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,13,0,1
C00650,2022-10-02,Outage,I need to change my contact phone number on the account.,1,7,0,0
C00650,2024-05-06,Account Management,Could you send me a copy of last month's bill?,1,5,0,0
C00650,2024-09-23,Outage,I feel like loyal customers are not being valued the way they should be.,3,18,1,0
C00651,2024-05-05,Account Management,I waited longer than usual for a callback but it came eventually.,2,4,1,1
C00652,2022-01-23,Outage,The worst customer experience I have ever had in my life.,5,11,0,0
C00652,2023-08-27,Billing,"Three technicians, three no-shows. I have lost my patience entirely.",5,27,0,0
C00652,2024-09-05,Billing,I had trouble navigating the new online portal at first.,2,13,0,1
C00653,2022-02-07,Service Quality,The customer service agent I spoke to was not very helpful.,3,14,0,0
C00654,2024-12-08,Meter Reading,I had trouble navigating the new online portal at first.,2,12,0,0
C00656,2023-02-28,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,7,0,0
C00656,2023-02-12,Meter Reading,Can you confirm my direct debit amount?,1,8,0,0
C00657,2022-02-01,Technical,I waited longer than usual for a callback but it came eventually.,2,9,0,1
C00657,2023-06-15,Meter Reading,I had trouble navigating the new online portal at first.,2,2,0,0
C00657,2023-02-22,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,4,0,1
C00658,2023-12-17,Meter Reading,I am contacting my lawyer. This is negligent and completely unacceptable.,5,15,1,0
C00658,2023-03-20,Service Quality,I was treated rudely on my last call and I want this addressed.,4,3,0,0
C00658,2022-12-16,Outage,I have been trying to get this resolved for two weeks now.,3,5,1,1
C00658,2022-05-05,Service Quality,The technician arrived a bit late but did a good job.,2,12,0,1
C00659,2023-10-15,Technical,I waited longer than usual for a callback but it came eventually.,2,11,0,1
C00659,2023-11-15,Account Management,I feel like loyal customers are not being valued the way they should be.,3,17,1,1
C00661,2023-02-03,Billing,The email confirmation for my account change took two days to arrive.,2,2,0,1
C00662,2024-11-13,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,12,1,1
C00662,2024-02-24,Technical,I waited longer than usual for a callback but it came eventually.,2,11,1,1
C00662,2024-11-03,Billing,I want a formal complaint registered. This has gone on too long.,4,21,1,0
C00663,2022-02-03,Service Quality,My bill was slightly higher than I expected this month.,2,10,0,1
C00663,2022-08-06,Technical,I want to switch to paperless billing.,1,5,0,0
C00664,2024-06-08,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,4,0,1
C00664,2024-12-12,Service Quality,I have been trying to get this resolved for two weeks now.,3,14,0,0
C00664,2024-07-16,Billing,My bill has errors and I have had to call twice about the same issue.,3,5,1,1
C00664,2024-09-21,Outage,I would like to know my current contract end date.,1,9,0,1
C00665,2023-03-10,Technical,My meter reading submission didn't go through on the first try.,2,14,0,1
C00666,2023-10-11,Service Quality,The website was slow when I tried to log in yesterday.,2,4,0,1
C00666,2024-02-23,Technical,I was on hold for about 20 minutes which felt long.,2,13,0,1
C00667,2023-01-01,Account Management,I am contacting my lawyer. This is negligent and completely unacceptable.,5,9,1,1
C00667,2024-04-15,Technical,Calling to update my billing address.,1,8,0,1
C00668,2023-03-25,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,9,0,0
C00668,2024-05-13,Meter Reading,Response time was a bit slower than last time I called.,2,4,0,0
C00668,2023-08-06,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,3,0,1
C00669,2023-11-28,Outage,The online chat bot could not help me and I had to call anyway.,3,10,1,1
C00669,2023-10-04,Meter Reading,I had trouble navigating the new online portal at first.,2,2,0,0
C00669,2024-05-14,Account Management,"Everything is fine, just updating my details.",1,6,0,1
C00670,2024-03-11,Billing,I am not satisfied with how my previous complaint was handled.,3,12,0,0
C00670,2024-07-02,Technical,The online chat bot could not help me and I had to call anyway.,3,13,0,0
C00671,2024-06-07,Account Management,I would like to check my current balance please.,1,2,0,1
C00671,2023-11-20,Service Quality,My power has been out for two days and nobody has given me an update.,4,3,1,1
C00671,2023-05-25,Service Quality,I waited longer than usual for a callback but it came eventually.,2,1,0,1
C00671,2024-02-12,Billing,I would like to know my current contract end date.,1,4,0,1
C00672,2023-01-21,Meter Reading,I took a day off work for the technician and nobody came.,4,3,1,1
C00672,2024-04-21,Account Management,My meter reading submission didn't go through on the first try.,2,2,0,0
C00672,2023-12-22,Service Quality,The level of service I am receiving is completely unacceptable.,4,17,1,1
C00673,2024-03-01,Meter Reading,I would like to know my current contract end date.,1,5,1,0
C00673,2022-05-22,Service Quality,I would like to know my current contract end date.,1,9,0,1
C00673,2024-05-12,Account Management,The online chat bot could not help me and I had to call anyway.,3,11,1,0
C00674,2023-06-07,Technical,I have been trying to get this resolved for two weeks now.,3,1,0,0
C00674,2023-10-07,Billing,I waited longer than usual for a callback but it came eventually.,2,9,0,1
C00674,2024-10-22,Technical,My power has been out for two days and nobody has given me an update.,4,13,1,0
C00675,2024-11-17,Meter Reading,This is the third billing error in a row. I am losing patience.,4,23,1,1
C00675,2024-02-23,Technical,I took a day off work for the technician and nobody came.,4,17,0,1
C00677,2022-04-28,Outage,I have been without power for five days and your team does not care at all.,5,1,1,0
C00677,2023-12-24,Service Quality,I have been waiting over a week for someone to call me back.,3,4,0,1
C00677,2023-02-17,Billing,I would like to check my current balance please.,1,4,0,1
C00677,2022-10-19,Meter Reading,Could you send me a copy of last month's bill?,1,1,0,1
C00678,2024-05-26,Outage,I want a full refund and I am cancelling everything today.,5,5,1,0
C00678,2022-04-07,Service Quality,The email confirmation for my account change took two days to arrive.,2,3,0,1
C00679,2024-08-24,Meter Reading,I had trouble navigating the new online portal at first.,2,9,0,1
C00680,2023-02-26,Technical,The website was slow when I tried to log in yesterday.,2,1,0,1
C00680,2023-01-25,Outage,"Everything is fine, just updating my details.",1,6,0,0
C00681,2024-01-15,Outage,Response time was a bit slower than last time I called.,2,3,0,1
C00681,2024-08-01,Service Quality,The email confirmation for my account change took two days to arrive.,2,3,0,0
C00681,2023-06-09,Meter Reading,I have escalated this complaint twice and it is still not resolved.,4,5,1,1
C00682,2022-02-02,Meter Reading,Can you confirm my direct debit amount?,1,5,0,1
C00682,2022-04-11,Meter Reading,This is the third billing error in a row. I am losing patience.,4,11,0,0
C00682,2023-09-28,Technical,The technician arrived a bit late but did a good job.,2,3,1,0
C00683,2023-06-04,Account Management,I had trouble navigating the new online portal at first.,2,11,1,1
C00683,2023-02-12,Outage,I took a day off work for the technician and nobody came.,4,4,0,1
C00684,2022-10-16,Outage,"Everything is fine, just updating my details.",1,2,0,0
C00684,2023-01-10,Account Management,The email confirmation for my account change took two days to arrive.,2,8,0,1
C00684,2022-01-04,Account Management,I have escalated this complaint twice and it is still not resolved.,4,8,0,0
C00685,2024-03-19,Meter Reading,The website was slow when I tried to log in yesterday.,2,11,0,1
C00686,2022-11-21,Account Management,The level of service I am receiving is completely unacceptable.,4,16,1,1
C00686,2024-09-23,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,16,0,1
C00687,2024-06-16,Service Quality,Calling to update my billing address.,1,7,0,1
C00687,2024-12-08,Account Management,The email confirmation for my account change took two days to arrive.,2,8,1,1
C00687,2022-10-23,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,7,1,1
C00688,2024-10-03,Technical,The level of service I am receiving is completely unacceptable.,4,6,1,1
C00688,2024-08-23,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,11,0,0
C00689,2022-11-09,Outage,The technician arrived a bit late but did a good job.,2,5,0,1
C00690,2024-07-19,Technical,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00691,2024-04-20,Technical,Calling to update my billing address.,1,7,0,1
C00692,2024-04-02,Service Quality,The email confirmation for my account change took two days to arrive.,2,11,1,0
C00692,2023-09-26,Technical,Nobody in your company seems to take responsibility for anything.,4,3,0,0
C00693,2023-02-01,Meter Reading,My bill was slightly higher than I expected this month.,2,2,1,1
C00693,2023-12-21,Service Quality,Just checking when my next meter read is scheduled.,1,3,0,1
C00694,2022-07-09,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,7,1,1
C00694,2022-06-24,Meter Reading,Your company has overcharged me for months and nobody will fix it.,5,11,1,1
C00694,2023-02-16,Meter Reading,Calling to update my billing address.,1,8,1,1
C00695,2022-01-24,Billing,The rate increase was not communicated clearly and came as a surprise.,3,4,0,1
C00695,2022-09-16,Account Management,Just checking when my next meter read is scheduled.,1,7,0,1
C00696,2024-05-10,Outage,I have been trying to get this resolved for two weeks now.,3,8,0,1
C00696,2024-06-23,Account Management,I have been waiting over a week for someone to call me back.,3,12,0,1
C00696,2022-04-19,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,3,0,0
C00697,2023-11-20,Meter Reading,I want to cancel my account. I have had enough of this terrible service.,5,19,0,0
C00697,2022-08-22,Account Management,I have been waiting over a week for someone to call me back.,3,9,1,1
C00698,2024-04-03,Meter Reading,I want a full refund and I am cancelling everything today.,5,25,0,1
C00698,2022-09-03,Outage,Quick question about the new tariff letter I received.,1,2,0,1
C00699,2024-06-20,Outage,I waited longer than usual for a callback but it came eventually.,2,1,1,1
C00699,2023-08-18,Billing,The worst customer experience I have ever had in my life.,5,25,1,0
C00700,2022-05-23,Service Quality,My bill was slightly higher than I expected this month.,2,8,0,0
C00700,2024-12-06,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,16,0,0
C00701,2022-05-18,Account Management,I took a day off work for the technician and nobody came.,4,24,0,0
C00702,2022-02-21,Technical,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00702,2022-08-25,Outage,This is the third billing error in a row. I am losing patience.,4,16,1,1
C00702,2024-05-15,Billing,My bill has errors and I have had to call twice about the same issue.,3,7,1,0
